Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Rice,Region_C,Sandy,5.71,785.8,27.7,45.4,227.5,Sprinkler,45.7,9.2,Rice,142.57
Rice,Region_A,Clay,7.41,697.2,29.3,74.7,275.9,None,21.9,11.5,Maize,154.64
Rice,Region_A,Sandy,6.06,1387.7,22.7,56.9,85.2,Flood,6.0,12.8,Maize,92.64
Maize,Region_B,Clay,6.39,504.4,31.2,75.6,114.8,Drip,46.4,12.2,None,79.22
Barley,Region_C,Sandy,7.3,950.9,15.1,43.9,113.1,Sprinkler,21.9,17.5,Maize,80.07
Wheat,Region_D,Sandy,6.85,669.3,26.9,55.2,245.6,Sprinkler,24.9,9.7,None,143.87
Maize,Region_D,Clay,6.74,1062.0,27.3,49.1,180.3,Drip,42.7,15.1,Wheat,126.84
Barley,Region_A,Loam,6.91,933.9,25.7,44.9,113.2,Flood,29.3,13.0,None,91.32
Maize,Region_D,Clay,7.16,1401.2,27.6,48.9,84.1,None,15.1,17.9,None,94.75
Wheat,Region_A,Loam,7.26,332.1,18.3,49.4,273.3,Sprinkler,27.0,9.8,Rice,145.77
Barley,Region_B,Sandy,6.79,486.8,28.7,87.3,223.0,Drip,31.2,16.1,Wheat,129.59
Maize,Region_D,Sandy,7.28,1196.3,21.7,62.0,182.1,None,44.5,19.8,Wheat,135.7
Wheat,Region_C,Clay,6.57,679.4,24.0,57.7,291.4,None,11.7,18.9,Barley,176.11
Rice,Region_D,Clay,6.05,415.5,21.7,60.2,262.4,Flood,28.0,21.7,Wheat,146.39
Wheat,Region_A,Loam,7.26,854.3,24.5,89.8,94.5,Drip,46.0,24.1,Barley,75.12
Rice,Region_B,Loam,6.58,1047.8,27.4,69.2,177.0,None,2.3,22.1,Barley,127.91
Maize,Region_A,Loam,7.31,258.3,31.8,72.2,171.5,None,9.7,23.8,None,89.5
Barley,Region_D,Clay,5.58,579.1,24.7,48.8,261.1,Sprinkler,17.3,5.4,None,152.8
Barley,Region_A,Sandy,6.3,1252.2,21.5,58.3,87.3,None,33.9,17.6,Rice,85.38
Maize,Region_A,Clay,7.4,876.3,24.8,41.0,162.9,Drip,42.1,10.4,Rice,110.36
Barley,Region_B,Sandy,6.0,246.0,28.8,71.1,209.1,Sprinkler,10.0,21.2,Maize,120.05
Barley,Region_C,Clay,7.38,566.5,21.9,50.7,286.3,Flood,12.3,21.4,Barley,169.98
Rice,Region_D,Clay,7.41,1030.9,23.3,74.9,274.8,Sprinkler,41.2,6.0,Maize,168.11
Maize,Region_B,Loam,7.26,459.2,26.3,42.8,183.5,Flood,7.4,16.9,Rice,107.15
Wheat,Region_C,Sandy,6.63,1275.6,20.9,54.2,201.7,Drip,13.1,22.0,Wheat,146.63
Rice,Region_A,Clay,6.79,1079.5,19.2,58.3,263.1,Flood,36.6,16.7,Maize,160.51
Maize,Region_C,Clay,7.24,812.8,17.8,40.0,236.1,Flood,8.3,13.5,Rice,143.33
Rice,Region_A,Sandy,7.05,1390.3,22.1,34.2,269.8,Flood,41.4,6.5,None,191.87
Wheat,Region_A,Clay,6.76,709.3,16.0,49.0,274.0,Flood,24.5,19.6,Barley,162.42
Wheat,Region_B,Sandy,7.46,505.6,26.7,62.7,258.1,Flood,22.4,6.5,Maize,148.14
Maize,Region_A,Loam,6.87,1059.8,18.5,69.2,52.3,Sprinkler,6.8,17.0,Rice,53.02
Wheat,Region_B,Loam,7.45,945.3,22.5,55.5,127.7,None,34.0,23.4,Maize,84.68
Rice,Region_C,Sandy,5.61,635.8,20.4,60.0,150.9,Sprinkler,44.2,13.4,Maize,103.92
Wheat,Region_C,Loam,5.78,646.8,27.6,62.6,219.5,Sprinkler,34.6,20.4,Rice,128.86
Rice,Region_A,Sandy,6.4,717.7,32.0,60.7,126.7,Drip,15.8,21.0,Rice,91.51
Rice,Region_B,Clay,6.27,578.5,27.7,35.4,130.9,None,34.9,5.2,Barley,94.72
Wheat,Region_A,Clay,7.07,1123.3,25.9,54.3,150.1,None,25.5,23.3,Maize,111.44
Maize,Region_B,Sandy,5.82,1046.8,28.4,42.3,288.8,Drip,42.7,8.8,Wheat,179.19
Barley,Region_B,Clay,7.45,773.0,15.6,62.0,159.3,None,23.0,10.7,Maize,109.44
Wheat,Region_B,Loam,6.13,717.2,17.5,75.5,85.2,Flood,11.9,22.4,None,74.39
Rice,Region_C,Clay,6.36,674.6,16.9,64.8,51.6,None,5.1,18.7,Rice,53.65
Rice,Region_B,Clay,6.05,568.5,17.0,43.3,109.2,Drip,14.1,12.4,None,82.41
Wheat,Region_C,Sandy,6.66,311.4,20.2,42.5,284.7,Sprinkler,28.2,6.8,None,144.19
Maize,Region_B,Loam,5.62,548.7,25.6,32.2,288.7,None,8.5,12.7,Maize,168.04
Maize,Region_C,Clay,5.8,617.6,17.3,55.6,182.3,Flood,2.0,24.3,Maize,119.56
Rice,Region_D,Clay,6.99,912.0,33.7,56.0,211.6,Drip,22.4,7.1,Maize,142.15
Rice,Region_C,Sandy,5.87,1205.9,32.1,44.2,249.0,None,17.4,21.9,Maize,166.38
Maize,Region_C,Sandy,5.97,714.4,34.4,75.9,64.0,Sprinkler,21.0,11.5,Barley,54.19
Barley,Region_A,Loam,7.09,1428.2,15.9,53.2,143.6,Flood,22.7,18.1,None,114.16
Wheat,Region_B,Clay,5.69,1275.6,32.0,70.2,210.6,Drip,38.3,17.6,Wheat,157.47
Rice,Region_D,Sandy,6.37,1480.2,31.1,68.4,274.6,Drip,48.0,11.5,Barley,187.75
Rice,Region_A,Sandy,5.55,1339.1,33.0,66.3,231.7,Flood,13.1,6.1,None,159.47
Maize,Region_B,Sandy,6.19,1001.7,25.6,84.5,137.5,Drip,47.1,8.0,Rice,96.17
Wheat,Region_D,Loam,6.9,978.0,30.8,31.0,277.5,Drip,11.4,16.3,Maize,176.58
Maize,Region_D,Sandy,5.68,368.4,16.0,34.1,216.2,Sprinkler,37.7,24.0,Maize,118.32
Wheat,Region_D,Loam,7.28,1139.1,16.5,73.3,257.6,None,34.1,23.5,Maize,166.11
Wheat,Region_B,Loam,7.32,980.3,17.4,51.2,146.4,Flood,2.6,7.3,None,114.72
Wheat,Region_D,Clay,5.71,859.0,33.3,89.2,50.5,None,36.2,22.5,Rice,61.66
Rice,Region_D,Clay,7.48,1101.3,16.2,43.0,91.5,Sprinkler,45.1,9.7,Rice,88.58
Barley,Region_A,Loam,6.1,777.3,17.0,41.0,281.8,None,46.5,23.2,Barley,168.34
Maize,Region_C,Clay,5.67,881.0,33.6,65.3,58.3,Sprinkler,34.3,20.2,Barley,65.86
Barley,Region_B,Clay,5.51,717.9,17.1,46.8,199.0,None,39.3,24.2,None,131.11
Maize,Region_C,Sandy,6.32,1132.6,32.4,50.4,152.3,Flood,3.6,13.8,Barley,112.46
Wheat,Region_A,Clay,6.76,1339.6,30.8,85.3,157.4,Drip,8.1,19.6,Barley,124.86
Rice,Region_C,Loam,6.16,1293.1,15.8,31.6,150.2,Flood,13.1,19.7,Maize,113.61
Barley,Region_D,Clay,7.17,1221.8,15.4,61.9,66.9,Drip,26.6,14.9,Barley,70.14
Rice,Region_D,Sandy,6.93,217.9,25.7,50.1,80.6,Flood,19.3,24.5,Barley,51.24
Maize,Region_B,Loam,6.2,1385.4,34.9,50.8,65.7,Drip,32.9,9.9,Barley,76.62
Rice,Region_B,Clay,6.97,557.3,32.6,44.9,63.5,None,22.3,24.7,None,53.14
Rice,Region_B,Loam,7.38,1354.4,21.2,38.1,71.4,None,38.8,21.2,Barley,84.0
Barley,Region_A,Clay,5.69,456.1,22.7,32.1,224.2,Drip,35.7,17.3,Wheat,129.84
Wheat,Region_B,Sandy,6.11,771.5,22.8,89.3,78.6,None,37.4,6.5,Wheat,63.13
Rice,Region_A,Clay,6.43,1174.2,29.7,69.6,115.4,Sprinkler,41.4,10.2,Barley,102.8
Wheat,Region_D,Loam,6.5,1032.4,21.8,76.6,214.2,Flood,41.7,21.8,Wheat,137.85
Maize,Region_C,Loam,6.58,740.7,18.0,33.9,78.1,Flood,39.0,19.6,Maize,59.35
Rice,Region_D,Loam,6.1,1082.2,29.9,30.9,277.6,Flood,3.3,24.3,None,183.25
Barley,Region_D,Clay,6.83,913.6,24.2,66.0,169.4,Drip,31.2,12.9,Barley,121.17
Maize,Region_D,Clay,6.79,558.5,16.5,73.4,290.8,Drip,1.0,22.9,Wheat,163.75
Maize,Region_B,Clay,6.66,1040.2,30.8,53.7,98.1,Flood,37.2,22.2,Maize,95.89
Barley,Region_B,Sandy,5.73,465.5,26.7,53.3,57.7,Drip,3.1,24.3,Maize,45.33
Rice,Region_B,Sandy,6.45,1102.2,24.8,53.1,197.6,Sprinkler,49.2,10.4,Barley,140.24
Rice,Region_C,Sandy,6.21,204.0,28.5,39.2,132.2,Sprinkler,30.7,14.9,Maize,70.02
Maize,Region_B,Loam,6.48,913.4,25.1,75.2,193.1,Flood,9.1,6.6,Maize,123.9
Rice,Region_A,Loam,7.34,721.4,28.0,42.9,168.4,None,23.4,16.8,Barley,116.59
Wheat,Region_D,Loam,6.46,594.0,32.3,49.5,164.3,None,41.3,19.6,Wheat,113.53
Barley,Region_C,Loam,5.53,870.4,27.3,70.3,262.8,None,9.0,9.8,Rice,162.22
Wheat,Region_C,Loam,6.38,1038.9,28.2,30.0,98.0,Flood,26.8,8.4,None,97.21
Rice,Region_C,Clay,7.14,1454.9,27.3,76.0,174.9,Drip,0.2,17.8,Barley,143.1
Maize,Region_C,Loam,7.06,1283.0,25.6,83.9,154.0,Flood,39.4,12.9,Wheat,117.13
Barley,Region_C,Clay,6.53,1132.3,18.4,33.1,218.4,Flood,9.7,13.5,Maize,144.96
Rice,Region_A,Sandy,6.0,822.7,21.7,65.5,62.5,Flood,19.4,14.4,Rice,53.34
Rice,Region_D,Sandy,6.43,709.8,28.9,54.5,182.4,None,26.5,15.2,Maize,116.06
Maize,Region_C,Sandy,6.63,242.3,23.5,34.7,169.6,None,7.2,8.9,Rice,97.97
Maize,Region_D,Sandy,7.5,666.8,23.1,70.9,293.4,None,46.3,16.6,Rice,171.53
Wheat,Region_B,Sandy,6.79,1302.9,30.2,66.7,239.0,Flood,23.4,6.4,Wheat,164.78
Barley,Region_C,Loam,6.89,699.2,15.1,68.6,88.7,Drip,11.6,7.3,Barley,73.33
Barley,Region_C,Loam,6.48,800.1,28.6,78.8,177.3,Drip,36.8,19.2,Wheat,119.21
Maize,Region_D,Loam,6.21,553.4,24.8,47.2,245.9,Drip,44.7,19.6,Barley,147.94
Wheat,Region_C,Sandy,7.13,556.4,22.5,70.6,181.1,Drip,45.6,10.3,Wheat,113.98
Barley,Region_C,Sandy,6.49,280.4,21.8,74.6,139.2,Drip,21.6,8.7,Rice,83.81
Maize,Region_C,Clay,7.49,997.9,18.5,40.1,144.2,Drip,18.0,6.1,Wheat,110.35
Rice,Region_A,Loam,6.41,782.5,21.7,87.4,141.8,Flood,46.5,13.4,None,102.73
Barley,Region_A,Sandy,5.64,987.7,22.8,50.4,55.0,Sprinkler,2.6,15.2,Barley,56.06
Wheat,Region_C,Sandy,6.87,911.0,23.7,72.8,232.6,None,37.5,23.0,Barley,157.46
Wheat,Region_A,Sandy,5.59,1238.5,28.4,75.2,202.7,Drip,8.9,5.0,Wheat,144.79
Wheat,Region_B,Clay,6.0,1176.3,24.1,60.2,117.2,None,23.3,13.1,Rice,93.96
Rice,Region_C,Sandy,6.21,1202.9,30.9,37.7,207.5,Sprinkler,47.7,13.4,Rice,145.69
Barley,Region_B,Clay,6.98,849.0,27.8,46.5,127.2,Sprinkler,29.1,22.7,Maize,95.93
Barley,Region_D,Clay,6.49,660.0,18.8,44.1,110.8,Flood,26.2,8.9,Wheat,81.9
Rice,Region_B,Loam,5.56,1413.5,20.5,61.1,235.3,Drip,3.1,6.3,Maize,168.96
Barley,Region_D,Sandy,6.73,270.6,16.6,45.7,252.3,Sprinkler,13.9,12.6,Rice,141.43
Rice,Region_C,Clay,6.32,398.4,33.9,62.8,206.4,None,0.2,17.2,Maize,131.12
Rice,Region_D,Sandy,7.34,745.5,32.7,47.3,246.0,Sprinkler,43.8,22.2,Barley,152.43
Rice,Region_D,Loam,6.5,998.1,16.7,30.1,141.4,Flood,32.2,10.4,Barley,103.19
Wheat,Region_B,Loam,6.92,210.7,26.5,51.8,68.0,Flood,5.9,10.0,None,38.28
Barley,Region_B,Clay,5.94,1135.1,34.2,66.4,201.2,Sprinkler,18.2,11.5,Barley,146.34
Rice,Region_B,Loam,7.02,926.3,29.9,76.4,114.0,Sprinkler,40.6,7.4,None,93.82
Barley,Region_C,Loam,6.94,830.1,24.8,31.7,244.4,Drip,7.0,24.5,Rice,149.23
Wheat,Region_C,Loam,7.31,750.5,19.8,45.5,139.5,Sprinkler,11.5,15.8,None,97.44
Rice,Region_B,Sandy,5.57,875.3,20.6,89.1,217.7,None,27.1,10.4,Wheat,139.18
Maize,Region_C,Sandy,6.4,410.3,29.7,45.7,188.2,Drip,7.2,12.2,Wheat,113.22
Wheat,Region_C,Clay,6.86,341.3,30.6,76.6,254.4,Sprinkler,19.1,22.3,Barley,142.19
Maize,Region_D,Clay,5.69,576.5,25.6,60.6,258.1,Drip,49.1,18.5,None,152.03
Barley,Region_D,Loam,6.32,1122.4,17.4,37.3,67.1,Drip,27.2,16.1,Wheat,63.11
Barley,Region_B,Loam,7.38,964.8,33.7,68.6,123.8,Drip,35.1,19.5,None,95.56
Wheat,Region_C,Clay,6.37,824.2,31.9,88.0,267.7,Flood,33.2,20.1,Rice,166.5
Barley,Region_D,Loam,7.47,943.0,17.8,83.2,151.0,Flood,10.6,8.9,Maize,103.82
Maize,Region_A,Clay,5.61,927.0,16.1,71.4,178.7,Sprinkler,42.3,8.2,Wheat,122.33
Rice,Region_C,Sandy,6.94,599.2,25.7,60.7,95.8,Flood,6.1,24.3,None,81.34
Rice,Region_A,Loam,6.66,326.7,20.7,49.2,188.2,Sprinkler,46.1,8.7,Wheat,102.27
Rice,Region_B,Loam,6.5,1365.8,20.7,51.4,116.2,None,10.8,14.3,Wheat,94.05
Wheat,Region_C,Loam,7.44,979.9,16.7,50.8,257.3,Drip,47.7,24.7,Rice,167.42
Barley,Region_B,Sandy,5.76,1107.1,34.1,85.3,100.1,Sprinkler,39.9,13.3,Wheat,100.55
Maize,Region_B,Sandy,7.29,803.2,31.6,42.7,140.0,Flood,8.5,15.3,Maize,102.27
Barley,Region_B,Loam,6.88,1183.4,17.3,52.7,73.8,Flood,8.0,21.0,Wheat,75.89
Barley,Region_B,Clay,6.02,959.8,32.5,55.9,197.0,Flood,4.2,11.8,Rice,130.57
Barley,Region_B,Sandy,7.3,269.9,28.7,54.5,285.5,Flood,12.4,13.6,Barley,159.28
Rice,Region_C,Loam,6.36,1357.1,21.5,30.3,93.3,Sprinkler,33.0,11.6,Rice,91.59
Maize,Region_A,Loam,7.13,597.2,32.4,46.3,54.9,Flood,26.0,10.7,Rice,56.09
Maize,Region_C,Sandy,6.28,379.3,27.0,59.9,155.6,None,30.7,14.4,None,86.01
Barley,Region_C,Clay,7.2,314.5,32.0,75.6,237.1,Sprinkler,1.6,19.9,None,136.02
Rice,Region_C,Loam,6.77,1136.6,24.4,64.2,293.8,None,4.0,22.3,Barley,181.71
Rice,Region_D,Clay,5.78,1115.2,25.0,53.1,62.8,None,34.6,14.4,Maize,74.59
Maize,Region_D,Clay,6.8,1110.2,20.8,69.9,246.5,Drip,42.4,11.4,Wheat,154.99
Rice,Region_C,Sandy,5.88,1390.5,22.8,70.0,142.2,None,18.0,23.2,Rice,120.52
Rice,Region_A,Loam,6.32,653.6,26.4,44.9,88.4,None,8.3,11.7,Barley,66.18
Rice,Region_C,Loam,5.84,929.5,33.9,36.2,98.1,Drip,15.4,20.5,Maize,81.54
Wheat,Region_B,Clay,5.54,1005.3,27.0,78.2,281.0,Sprinkler,20.6,20.0,Wheat,180.31
Barley,Region_D,Sandy,5.92,1473.3,17.9,61.8,252.3,Sprinkler,31.5,6.0,None,169.95
Maize,Region_D,Sandy,6.57,606.0,15.1,40.6,127.9,Sprinkler,20.5,8.6,Barley,77.65
Maize,Region_C,Sandy,6.46,1443.2,32.0,45.7,285.0,None,44.9,16.5,Rice,192.56
Wheat,Region_C,Clay,6.5,393.4,22.3,76.0,76.3,None,20.1,22.4,Barley,51.11
Barley,Region_A,Clay,6.0,1193.2,21.3,69.2,130.6,Sprinkler,9.1,16.9,Wheat,98.5
Maize,Region_A,Loam,6.87,1022.8,31.0,86.7,213.2,Sprinkler,12.4,19.9,Rice,145.23
Rice,Region_B,Sandy,6.91,1262.0,33.9,57.9,299.9,None,23.3,19.7,Rice,196.04
Maize,Region_C,Clay,6.22,237.3,30.0,33.1,166.4,Flood,39.1,14.9,Maize,96.9
Rice,Region_C,Sandy,7.26,301.6,18.5,72.0,252.7,Flood,43.5,16.2,Rice,141.64
Wheat,Region_C,Clay,6.79,290.6,22.8,45.3,279.0,Drip,9.3,6.4,Wheat,142.8
Rice,Region_D,Loam,6.93,970.8,30.2,49.4,52.4,Sprinkler,0.2,23.6,Wheat,57.55
Maize,Region_B,Sandy,6.05,983.8,33.1,41.8,122.2,Sprinkler,43.5,18.5,Wheat,98.62
Maize,Region_A,Clay,5.5,1377.9,35.0,48.5,75.1,Drip,11.4,8.1,Rice,91.07
Maize,Region_D,Sandy,7.23,807.9,25.2,79.8,244.0,Drip,41.1,9.9,None,152.48
Wheat,Region_D,Clay,7.14,288.5,31.5,64.6,191.8,Drip,27.5,5.1,Barley,116.7
Wheat,Region_D,Clay,5.75,472.4,15.9,36.5,73.9,Drip,20.2,10.3,Wheat,50.92
Barley,Region_D,Clay,6.25,210.5,20.7,65.2,155.2,Sprinkler,7.3,11.3,Maize,84.98
Maize,Region_B,Sandy,6.82,1209.7,22.4,68.0,178.5,Sprinkler,33.6,18.7,Maize,128.16
Rice,Region_C,Clay,6.8,1260.3,34.5,83.1,224.4,Flood,40.9,14.5,Rice,156.5
Wheat,Region_A,Loam,7.22,1497.3,15.1,81.6,244.9,Flood,23.1,21.9,Rice,161.51
Maize,Region_A,Sandy,5.78,735.9,21.2,33.8,72.0,None,22.3,6.7,Maize,62.21
Maize,Region_D,Loam,6.36,225.1,33.6,82.0,171.9,Sprinkler,37.8,19.1,Rice,99.25
Wheat,Region_D,Loam,5.69,505.1,21.1,33.1,90.3,None,25.0,22.5,Maize,61.46
Barley,Region_B,Sandy,6.28,964.1,19.5,39.2,238.3,Sprinkler,39.3,13.4,Barley,148.13
Wheat,Region_D,Clay,5.53,1450.5,29.6,36.7,214.4,Sprinkler,2.7,10.8,None,157.99
Wheat,Region_A,Loam,7.3,334.7,29.9,40.9,230.8,Flood,42.9,13.9,Wheat,134.37
Rice,Region_A,Sandy,6.55,358.0,24.4,78.2,68.7,Flood,13.1,20.8,Barley,50.69
Rice,Region_C,Clay,7.2,1112.3,33.9,71.2,177.6,None,8.5,23.4,Rice,129.66
Barley,Region_C,Sandy,5.62,1067.4,19.1,71.2,260.1,None,1.6,6.3,Barley,165.71
Maize,Region_A,Sandy,5.95,525.7,33.3,85.3,228.3,Drip,41.7,15.6,None,136.66
Wheat,Region_A,Sandy,6.02,1257.1,30.1,53.5,265.4,None,3.0,17.8,Maize,179.84
Barley,Region_B,Clay,6.27,367.4,22.4,30.2,101.5,Sprinkler,47.7,5.3,Maize,74.36
Rice,Region_B,Loam,7.11,1403.5,31.1,68.4,121.7,Sprinkler,28.2,8.6,Maize,116.64
Wheat,Region_A,Loam,6.27,461.3,17.7,82.1,160.3,Sprinkler,34.9,6.3,Rice,92.11
Maize,Region_D,Sandy,5.91,305.8,17.6,88.6,180.8,Flood,36.3,10.8,None,92.54
Rice,Region_C,Sandy,5.63,641.4,33.6,51.8,113.0,Drip,14.6,9.1,None,85.11
Rice,Region_A,Clay,5.66,444.2,16.9,79.3,145.3,Sprinkler,40.3,14.7,Rice,89.46
Rice,Region_D,Sandy,7.02,885.0,15.1,81.0,221.8,Drip,47.3,18.1,Wheat,140.17
Barley,Region_A,Sandy,6.39,1092.9,22.8,38.7,211.3,Drip,18.5,21.8,Maize,144.9
Maize,Region_C,Sandy,6.95,838.2,17.1,67.9,77.6,Sprinkler,41.8,11.1,Barley,66.14
Wheat,Region_C,Loam,6.86,1058.8,32.3,40.4,296.4,Drip,38.6,6.0,Barley,178.33
Barley,Region_B,Sandy,5.77,674.4,33.5,56.8,190.7,Sprinkler,29.5,5.1,Barley,116.57
Barley,Region_B,Loam,5.79,236.3,24.6,82.8,170.9,Sprinkler,18.4,21.9,Wheat,92.06
Barley,Region_B,Clay,7.01,1466.3,23.5,77.4,291.8,Sprinkler,20.8,22.6,Rice,197.92
Rice,Region_B,Clay,6.94,1265.2,25.8,64.2,85.1,Flood,15.4,7.0,Rice,95.09
Maize,Region_C,Loam,6.26,295.4,19.5,78.5,185.9,Flood,21.3,5.2,Maize,103.36
Barley,Region_D,Loam,5.65,783.9,21.0,39.2,251.3,None,49.5,21.0,Wheat,166.37
Wheat,Region_D,Loam,5.52,1025.5,17.0,41.7,149.7,Sprinkler,18.2,17.8,Barley,99.53
Maize,Region_D,Loam,6.08,447.8,23.9,42.5,234.1,Sprinkler,33.3,16.1,Rice,132.73
Wheat,Region_A,Sandy,5.52,951.4,27.2,76.6,274.8,Sprinkler,16.0,15.7,Wheat,172.3
Maize,Region_B,Loam,5.96,893.7,33.6,83.5,115.4,None,23.3,20.5,None,78.47
Wheat,Region_B,Loam,6.34,470.7,29.8,63.8,110.4,Flood,4.2,10.9,Wheat,82.89
Rice,Region_C,Loam,5.74,383.6,29.5,87.5,140.2,Flood,38.2,12.8,Maize,84.05
Barley,Region_C,Sandy,5.71,1186.7,21.2,73.7,154.6,None,33.1,6.6,Barley,117.31
Wheat,Region_A,Sandy,7.29,619.4,32.8,63.8,77.8,Sprinkler,17.4,16.3,Rice,66.28
Maize,Region_A,Sandy,6.67,517.3,33.9,66.7,107.8,Sprinkler,26.2,24.2,Rice,68.24
Barley,Region_D,Clay,7.37,1159.2,33.6,81.0,268.3,Flood,43.6,10.7,None,187.81
Barley,Region_C,Sandy,6.19,1156.9,15.8,35.4,191.6,Sprinkler,2.2,23.6,None,134.34
Maize,Region_B,Loam,6.85,559.3,27.1,40.1,117.0,Flood,46.5,19.6,None,79.0
Wheat,Region_D,Sandy,5.91,1334.3,27.9,46.0,285.9,Sprinkler,23.5,9.7,Maize,183.0
Rice,Region_B,Sandy,6.74,1094.7,20.9,83.7,243.6,Drip,43.0,18.3,Barley,159.84
Rice,Region_D,Loam,5.76,649.5,34.8,86.7,140.6,Flood,43.1,12.3,None,88.87
Wheat,Region_B,Sandy,5.5,755.7,20.8,51.4,241.4,Drip,2.9,7.4,Barley,148.23
Barley,Region_A,Clay,7.36,1144.7,19.3,85.4,199.0,Flood,39.1,6.9,Barley,144.68
Barley,Region_D,Sandy,6.61,475.1,24.7,62.8,221.0,None,36.6,5.3,None,135.52
Barley,Region_B,Clay,7.35,809.4,21.5,58.4,130.4,Flood,2.2,21.0,Barley,91.0
Barley,Region_B,Clay,6.17,1049.6,33.5,80.0,102.4,Flood,47.0,22.7,Rice,88.0
Wheat,Region_C,Clay,6.16,901.3,23.8,62.8,113.4,Sprinkler,31.7,14.7,Barley,91.21
Barley,Region_D,Loam,6.3,990.8,23.2,57.3,70.9,Sprinkler,8.4,15.4,Barley,75.72
Maize,Region_B,Sandy,6.91,910.1,27.5,31.0,167.8,None,6.2,18.8,Rice,124.37
Barley,Region_C,Clay,6.63,459.0,16.6,30.8,151.6,Sprinkler,28.1,19.0,Rice,101.04
Rice,Region_B,Clay,7.35,733.3,30.1,67.7,50.6,Sprinkler,2.9,11.5,Wheat,48.65
Barley,Region_D,Sandy,5.55,891.6,30.4,34.4,264.1,None,8.2,8.2,Wheat,168.64
Wheat,Region_A,Loam,6.92,1214.1,24.5,74.2,220.5,None,47.4,13.6,None,144.66
Rice,Region_D,Loam,6.16,1050.1,34.1,67.3,161.7,Flood,37.2,18.9,Maize,116.86
Wheat,Region_D,Clay,5.86,754.6,26.6,57.5,291.8,Sprinkler,30.7,21.1,Barley,167.99
Wheat,Region_B,Loam,6.52,1466.7,28.9,72.6,285.1,Sprinkler,10.4,6.8,Barley,186.56
Rice,Region_B,Sandy,6.51,340.1,33.5,89.6,73.8,None,10.9,16.8,Maize,55.01
Wheat,Region_D,Loam,5.77,468.8,28.3,44.8,203.8,Flood,22.3,6.1,None,118.16
Wheat,Region_C,Sandy,5.9,643.7,23.6,63.4,254.3,Sprinkler,37.7,21.5,Barley,152.61
Barley,Region_C,Clay,6.32,497.1,15.5,80.6,93.2,None,0.2,18.3,Wheat,58.57
Maize,Region_C,Sandy,6.32,1013.1,29.6,31.0,82.0,Flood,2.2,18.9,Barley,79.73
Wheat,Region_B,Clay,6.14,251.4,34.3,42.2,114.9,Sprinkler,43.5,20.2,Rice,69.7
Wheat,Region_B,Sandy,5.8,430.7,24.4,61.3,119.9,Sprinkler,40.7,14.9,Barley,76.29
Wheat,Region_D,Sandy,5.51,581.4,21.8,63.1,291.2,None,34.7,11.0,Barley,160.9
Barley,Region_A,Loam,7.44,1088.3,25.4,35.2,245.1,None,25.0,20.7,Rice,165.37
Maize,Region_B,Sandy,7.39,1338.6,29.6,54.4,64.9,Drip,7.3,20.5,Wheat,79.23
Rice,Region_D,Clay,6.47,1238.0,15.0,61.2,246.6,Flood,5.1,7.7,Rice,166.14
Barley,Region_D,Sandy,7.49,436.7,32.7,55.4,92.4,None,45.3,23.1,Maize,59.46
Barley,Region_A,Clay,6.85,935.0,32.7,72.0,139.3,Flood,19.1,9.4,Wheat,107.62
Maize,Region_C,Clay,5.64,239.0,25.8,76.3,129.6,None,34.8,11.1,Barley,77.34
Maize,Region_D,Sandy,5.74,603.7,17.4,57.6,118.1,Flood,22.8,9.3,Rice,78.16
Barley,Region_D,Loam,7.33,1247.8,28.4,55.5,127.2,Flood,36.5,24.3,Rice,113.6
Rice,Region_D,Sandy,6.76,793.7,17.8,72.3,238.6,Sprinkler,9.7,11.0,Wheat,148.72
Barley,Region_C,Sandy,7.19,394.9,25.2,63.3,116.6,Flood,24.2,24.4,Rice,77.45
Maize,Region_C,Loam,7.3,770.1,16.9,82.2,250.2,Drip,18.8,17.8,Maize,141.76
Rice,Region_A,Clay,6.4,457.4,26.8,58.9,72.8,Sprinkler,12.3,8.5,None,60.89
Maize,Region_B,Sandy,5.6,711.1,21.4,64.5,198.8,Flood,29.9,16.1,Barley,127.25
Rice,Region_C,Loam,5.88,834.2,31.6,37.7,265.8,None,26.8,22.6,Maize,170.43
Wheat,Region_B,Loam,5.63,654.4,31.0,80.2,69.8,Drip,24.8,16.2,Rice,57.77
Maize,Region_B,Clay,5.88,1418.1,35.0,55.3,208.7,Sprinkler,29.6,7.7,None,150.33
Maize,Region_C,Loam,6.32,931.3,20.2,73.1,177.9,Flood,7.1,10.7,Barley,129.0
Barley,Region_D,Clay,5.74,1295.8,16.2,55.8,133.0,None,18.5,9.5,Maize,113.41
Maize,Region_A,Sandy,5.83,1188.9,23.9,30.1,75.2,Flood,16.2,7.5,Wheat,70.9
Maize,Region_B,Loam,6.39,1059.5,16.7,54.0,219.1,Drip,38.5,11.5,Barley,144.76
Wheat,Region_D,Sandy,6.18,846.0,18.6,38.9,127.3,None,1.8,18.2,Wheat,97.86
Maize,Region_C,Loam,6.44,202.8,26.9,53.9,134.7,None,14.1,12.7,Barley,79.7
Wheat,Region_B,Loam,6.36,997.5,26.8,49.3,229.4,None,45.9,13.9,Rice,147.24
